,UNH,JNJ,PFE,ABBV,LLY,TMO,MRK,ABT,DHR,BMY,MDT,AMGN,CVS,ANTM,ISRG,ZTS,SYK,CI,REGN,BDX,GILD,EW,VRTX,BSX,HCA,HUM,ILMN,CNC,MCK,DXCM,IQV,IDXX,BAX,A,RMD,BIIB,MTD,ALGN,WST,CERN,ZBH,LH,STE,ABC,PKI,COO,MOH,HOLX,WAT,CTLT,CAH,DGX,TECH,TFX,INCY,CRL,ABMD,VTRS,HSIC,BIO,UHS,XRAY
GILD,8.592858440591415e-05,8.04054742694188e-05,9.803662706181077e-05,0.00011617578552776557,0.00010212926682018464,0.00010362555005825957,9.659595288220575e-05,0.00010996698427947792,8.702750054203252e-05,9.661345492422934e-05,8.227049041427672e-05,0.0001474904933524657,9.20341294061329e-05,8.87126554961987e-05,9.649640823648882e-05,9.735715912702682e-05,8.392519059816692e-05,8.975912395934669e-05,0.00017293743788430752,7.610348274289842e-05,0.00028934443908776715,9.614586819765728e-05,0.00017537691479347132,9.47259216837848e-05,7.768136261920242e-05,8.068078017330502e-05,0.0001455843942144879,9.147141018196997e-05,0.00011823915546752888,9.728981267436512e-05,9.747774536420371e-05,8.311594051602385e-05,8.715140948367023e-05,0.00010458452620448455,8.812905089269626e-05,0.0001687448066665617,9.919009500259657e-05,0.00010143146515137026,8.429180777770655e-05,8.766015037607986e-05,7.666990922925297e-05,8.403018640458971e-05,8.334600371464195e-05,0.00010520271425569705,9.111922214778864e-05,8.120947986866343e-05,0.00010051110373625684,9.145008707943593e-05,9.055027959945527e-05,0.00010663741535016725,0.00011401216675130678,7.781001963808855e-05,8.960493422340367e-05,7.894969387834188e-05,0.00016155176251264573,0.000105906511331484,9.366259796292001e-05,0.00013203825498748847,8.10962387266674e-05,9.44742345626295e-05,8.021357682515982e-05,7.367780999371017e-05
EW,0.00014715501458305476,9.212182228686266e-05,9.464243932580746e-05,0.00012071115434081597,0.00011254052858434738,0.0001421131008894075,9.915744734637668e-05,0.00016087302860302575,0.00012150264255153271,0.00010518398942319236,0.00016385683467589176,0.00013349133191855827,9.311560736715225e-05,0.00014739436835723866,0.00022058905500365987,0.00015784157282989477,0.00019098512560902588,0.00014192651380571134,0.00013621781000214167,0.00011086490232018278,9.614586819765728e-05,0.0003859232525416395,0.00017219567386205913,0.0001890019891884077,0.00015806046995426887,0.0001295639816662073,0.00019276397024377756,0.00015939897493723768,0.00011608868684409201,0.00023192986218188445,0.00018058429877803285,0.0001691606642274738,0.00013699350325211605,0.0001554887645490416,0.0001664442452299528,0.00012230897762531255,0.00016257528498025324,0.00023417768748206107,0.00014129472820249793,0.00011946926086393957,0.00017011191235000004,0.00013764306975147641,0.00014798326332066749,0.0001102594061996759,0.00014734909454684438,0.00015011504802540246,0.00015607332235924968,0.00014978433482043416,0.000149422091507778,0.000179177179888185,0.00011993365535534377,0.00010461918814663785,0.00014093751044650686,0.00017635381965587133,0.0001571466495472467,0.0001862296633997003,0.00021424763881179435,0.00013350805125872422,0.00013003193898022324,0.00013549405574592033,0.00016144411090461682,0.00013114834915710884
VRTX,0.00014780998017609805,0.00010347529718180469,0.00012449792787348478,0.00016800842567312916,0.00013824882969916652,0.00015424268498633688,0.0001315597808512401,0.00015606070435113977,0.00012658348269285735,0.0001333240962743681,0.0001170737209130439,0.00019830198872590918,9.861418965637105e-05,0.00014562203621854128,0.00016486763911528903,0.00015767784179132697,0.00013355639909052843,0.00014663633303419198,0.0002524917710914062,0.00011396448538418315,0.00017537691479347132,0.00017219567386205913,0.0005315566054611479,0.00014944325126707193,0.00011872992575382277,0.00014646426696955197,0.00023428358964601773,0.00017087381220023823,0.00015281910349594088,0.00020022902823708873,0.0001757173539943937,0.00016272413441588516,0.00012613952692129972,0.00015750331960034012,0.00014131149542898958,0.00023109069526522678,0.00014738305107046828,0.00019321096715861597,0.00013407950337056065,0.00011400326507584991,0.00012512577904666506,0.00013671518046115075,0.00012607397796451315,0.00014359895749355885,0.00014768553241000738,0.00012602536876271303,0.0001725831409799145,0.0001510370876117214,0.00012605502209214896,0.00018247083459958454,0.00013695166580734191,0.00011265483975489154,0.0001413838680782823,0.0001305647518275666,0.0003013549395663065,0.00018128526403090903,0.0001479450943314804,0.00015561540809226474,0.00010943512144210501,0.00014853353725526196,0.0001291464313889082,0.00010475919595380549
BSX,0.0001452945943372085,9.040566510941263e-05,9.404619365838538e-05,0.00012481575042551452,9.717852786901889e-05,0.00012689249262745123,9.867094604113152e-05,0.00014659377887945113,0.00011285678968100512,0.00010049936805944813,0.00017270916392142017,0.00012496959981103494,0.00010339377637228771,0.0001562987728724243,0.00019524539308285926,0.00014130217134432525,0.0001892366789469493,0.00014944595751884658,0.0001177975620004226,0.00011862589177637667,9.47259216837848e-05,0.0001890019891884077,0.00014944325126707193,0.0003108527605240233,0.00017875391733170517,0.00014118233688492794,0.00017753843977447907,0.00017442763212081685,0.00012058706619342161,0.0001798233945818368,0.00016928553169563964,0.0001424988926357877,0.0001312399672382305,0.00014954755201657067,0.00013590431275078423,0.00011886061396277493,0.0001521150316899005,0.00021848415772899468,0.00011945086271189894,0.0001228948955245552,0.00018471797471253707,0.0001376845503025909,0.00014986727564448766,0.00011670707368625166,0.00012960235513339406,0.00015189256573674723,0.00016530816131386935,0.00013637375339573687,0.00013819455806725746,0.00015937920491750475,0.00012704918327223667,0.00010322925970566787,0.00011768869604440811,0.00017936908634501702,0.00013713303349778457,0.0001707951777076869,0.00017011954908271098,0.00014169472394526394,0.00013330204797665622,0.00011709371208437807,0.00019049630880251748,0.00013875262555397314
HCA,0.00017443500415754908,7.516620306155203e-05,9.161762898401875e-05,0.0001255853989235194,8.191679454319001e-05,0.00010321787507965372,8.985122476924836e-05,0.00011305241052764451,9.31110503194963e-05,8.241385928414095e-05,0.0001549297212884422,0.00010452731823130055,0.00011731286924770977,0.00018884078465087993,0.00016660231456196422,0.00013631912040928395,0.0001837506779192408,0.0001909078309263921,8.574419168388447e-05,8.873699556360505e-05,7.768136261920242e-05,0.00015806046995426887,0.00011872992575382277,0.00017875391733170517,0.00042804987418202734,0.00018258223095162459,0.00014353615855979714,0.00023319093813216677,0.0001349666067439679,0.00015429595825934905,0.00017759479219351098,0.00011584810573927533,9.367844698898793e-05,0.00013005040598180025,9.0456392313641e-05,8.504901115218293e-05,0.00013872372725311018,0.00021365925558207574,9.615959671203059e-05,0.00011892176813420342,0.00018663663829908967,0.00018580555289500302,0.00012640937962481698,0.00013020683024984962,0.00012497172994204987,0.0001393811799635927,0.00021302559290879472,0.00014860311214964658,0.0001311321639036828,0.0001600696215462857,0.0001484897041778316,0.00014516683038969387,0.0001087695414265746,0.0001579437181555638,0.00011356616959108421,0.00017569770598663444,0.00014118298646021343,0.0001771927595076382,0.00015562749056705454,9.15317645259206e-05,0.0003493068817881312,0.00016461374827436137
HUM,0.00022953059384029568,8.442102611139843e-05,9.826264418125687e-05,0.00012882482871186225,0.00010503995604678198,0.00011078434754994603,9.497367361411391e-05,0.00012228294217118602,0.00010307779775054988,8.903166697809505e-05,0.00012249385189961308,0.00011974777093258576,0.00012690316067024427,0.00025795944943332615,0.00014620520560607513,0.00013984706144228232,0.00013591037587663523,0.00023962743975398622,0.00011263310861247767,9.895931815843936e-05,8.068078017330502e-05,0.0001295639816662073,0.00014646426696955197,0.00014118233688492794,0.00018258223095162459,0.00038018722900118437,0.0001193718033344916,0.0002566057631651343,0.00013598156400114396,0.00013456839607539148,0.00015357557666607511,0.00012476621886077852,0.00010209601140685695,0.00011838495351707,0.00010998185745846488,0.00014659744988876615,0.00011168245877420024,0.00018489057005208334,9.990302777450082e-05,8.872480701345686e-05,0.00012138363865612099,0.00015609925051042283,0.00011460047471096638,0.00013246913052322653,0.00011106430664692201,0.00011564517402772364,0.00024836615850401544,0.00012209191357668276,0.00010371433111478296,0.00014010782897595412,0.00012683605510767286,0.00012120179248835423,0.00010569878621285974,0.00013056444750364593,0.0001342054600082584,0.0001557982235873595,0.00011315106830307438,0.00012085168946521998,0.00011671011896634087,0.00010952845107495763,0.00019077020865399002,0.00011664075219248124
ILMN,0.00013698769754851364,8.906759845811959e-05,0.00010585675673386066,0.00013614316811176382,0.0001296187984249454,0.00018040974072637477,0.00011423914822207954,0.0001670414997327619,0.00014950637035999545,0.00011651116343972368,0.00014039145719848983,0.0001695390779410511,8.425075068598779e-05,0.00013595459218997436,0.0002141720203308504,0.00016686256464860602,0.00015188311579792616,0.000125740188481974,0.00019037676617438283,0.00012930224480985902,0.0001455843942144879,0.00019276397024377756,0.00023428358964601773,0.00017753843977447907,0.00014353615855979714,0.0001193718033344916,0.0005971724936615751,0.0001731059485394975,0.0001321696887120337,0.0002644521770616766,0.00020393920098881488,0.00019022506133346408,0.00012203302404838583,0.00019875821356027577,0.00014286295797711758,0.0001951233629642209,0.0001833235875168249,0.0002754766686508034,0.00015651176985096013,0.00011598198463414906,0.00014900891348630914,0.00014774032928995123,0.0001523840270949786,0.00011467785201209034,0.00019803747903144567,0.00015171527489737368,0.00018140271103363076,0.00017924877435886817,0.00017733020541325497,0.00022580601202991482,0.0001243215910257884,0.00012569710681495925,0.00018737041041027894,0.0001574816402627434,0.00024004659071238233,0.0002362944399475026,0.00022707335924631613,0.00017543102266908266,0.00010974732566827955,0.00017476200204694165,0.00013927994880950337,0.00011066485580142717
CNC,0.00024994058660126337,0.00010091154753931006,0.00010875058660071084,0.00013680219734618754,0.00012084025649937075,0.00013734339275574763,9.944468189158933e-05,0.00015317631013436178,0.00011831574180320352,9.973399063817397e-05,0.00014310159376761762,0.00014576229049694306,0.00014475785034201072,0.000277601950840495,0.0001799333558152053,0.00015144268157560537,0.00016613675903988915,0.0002494708136356313,0.0001236323322657047,0.00013069107689642776,9.147141018196997e-05,0.00015939897493723768,0.00017087381220023823,0.00017442763212081685,0.00023319093813216677,0.0002566057631651343,0.0001731059485394975,0.000508961970697993,0.0001589011040128815,0.00019133766622176152,0.00017360909002877385,0.0001485041429232296,0.00013371747382475975,0.00015016616113530307,0.00013353325937244916,0.0001550386173259124,0.00014575443526421982,0.0002254554727510575,0.00012972101824039508,0.00012893230792172146,0.0001483917474824508,0.00018439297906321046,0.0001331409900535836,0.00015784222743309983,0.00014328359423324756,0.00013612479961616357,0.00036204266206094906,0.0001576924382470518,0.000129024107143084,0.00017463737341469457,0.0001618942770086468,0.0001485149674838888,0.00012596762210343666,0.0001506141556570705,0.00016043941433738153,0.00017952926574682181,0.00016440124109567446,0.0001558352810085992,0.00014719198127367277,0.00012943127730870766,0.0002347545712248873,0.00014547478386150824
MCK,0.00014537493750402716,0.00010030792400773477,0.00011153003692323138,0.00013391264897158201,0.00012316754295058435,0.0001127489161917488,0.00011922210092434412,0.0001204366694178479,9.199992994174431e-05,0.00011574254157439822,0.00011260381979302321,0.000148879570568331,0.00016813843356178591,0.0001615232609500193,0.00012679948098913383,0.00012558835541094765,0.00011540404325090512,0.00016857324034248895,0.00014058633119408713,9.372848527698772e-05,0.00011823915546752888,0.00011608868684409201,0.00015281910349594088,0.00012058706619342161,0.0001349666067439679,0.00013598156400114396,0.0001321696887120337,0.0001589011040128815,0.00035021717331431803,0.00010660372219067843,0.00012929928415246738,9.266320100990958e-05,0.00010557580808860157,0.00012517571340401375,0.00011181479807827687,0.00013919497823332118,0.00011186855143158749,0.00016644578273445064,9.737751844338448e-05,0.00011045440198040881,0.0001157421313380616,0.00012976900186578572,0.00011956585001160625,0.00024873998452930676,0.0001019653405740341,0.00010296459254253484,0.00014924103369394189,0.00010735602428459962,0.00011393596448777923,0.00013223316649232282,0.0002618855489242202,9.89410560333728e-05,0.00010278580902811151,0.00011121150271275909,0.0001465100560746272,0.0001389720467291931,9.493335304435618e-05,0.0001658004196409046,0.000157876643980607,9.416740893281596e-05,0.00015766281034781523,0.00012707364747461237
DXCM,0.00013004020633187451,6.417552849760088e-05,7.537457598568382e-05,0.00011777421141640671,8.678580122462945e-05,0.00015587344958625343,8.473306883522378e-05,0.0001638352132894461,0.00013805315981176152,9.062656142446528e-05,0.000137441305260708,0.0001302584306763798,6.824702996067522e-05,0.0001343752571117952,0.000234589395375863,0.00015732935686072863,0.0001616317302404391,0.0001269920816171277,0.00017277981168132783,9.501787306832934e-05,9.728981267436512e-05,0.00023192986218188445,0.00020022902823708873,0.0001798233945818368,0.00015429595825934905,0.00013456839607539148,0.0002644521770616766,0.00019133766622176152,0.00010660372219067843,0.000903696248530967,0.00019848867489440848,0.00021541518052194068,0.0001082359385368303,0.0001704778745956294,0.00016106189426188058,0.0001590080855242612,0.00016680218649524592,0.000302855195443148,0.00017567249878818643,0.00012424292500348762,0.00014073615525811713,0.00014871780799394937,0.00016134043449678943,8.912953592691032e-05,0.00018716734405962754,0.00015604863550885764,0.00022090571255805106,0.00018128712159505258,0.00014241726601814183,0.0002447469108477718,9.785616605345199e-05,0.00012112502589219045,0.00019213947343319282,0.0001641782732565013,0.00020344560956619436,0.0002488217293039293,0.0003014188618566237,0.0001326294238399961,8.414604304236666e-05,0.0001712530490869447,0.00016054475310812655,0.00010687259788604778
IQV,0.00016220640322633654,8.60421150311236e-05,9.951266251691898e-05,0.00013154095035077803,0.00011211591302075617,0.00015393168227879377,0.00010575265519339033,0.0001473075178121153,0.00013865049906456515,0.00010787033119382151,0.00014301478824750984,0.0001307363006805757,9.189260893751527e-05,0.00018038415765260856,0.00019581512433167555,0.00016895743829344254,0.00016626719700887926,0.00016281826249801696,0.00013188898193535625,0.00010839532383315206,9.747774536420371e-05,0.00018058429877803285,0.0001757173539943937,0.00016928553169563964,0.00017759479219351098,0.00015357557666607511,0.00020393920098881488,0.00017360909002877385,0.00012929928415246738,0.00019848867489440848,0.0003095271369808743,0.00017538183293398685,0.00010799197575294317,0.00017419500514181312,0.00014268960478252843,0.00015047027412552535,0.00016818609748541584,0.00024619929014114245,0.00014094520140930225,0.00010931671096409445,0.00015306416461427545,0.00017143592823359643,0.00013918776405586047,0.00012169051954210706,0.0001662875862019619,0.0001443821297769176,0.00017577558141932103,0.00016069689470663375,0.0001555298230780406,0.00021184674908617237,0.00012640678409293288,0.0001262331427873067,0.00015537195276537835,0.00016028369275051553,0.00017752434955287629,0.00023865060629067102,0.00017658127469362707,0.00014294591693684262,0.0001225323590071514,0.00014953385718793614,0.00017843121935567322,0.00012921469792375218
IDXX,0.00013138955368586144,7.81763964499436e-05,7.481965180597146e-05,0.00010461651459288079,9.556761002053878e-05,0.00015515860790129207,8.625753505468095e-05,0.00015352072317704018,0.00014284073800050696,8.961234347012242e-05,0.00011307316777134037,0.00011965695074875537,7.224971904008114e-05,0.00012925920077344334,0.00019462908725000446,0.00017138661035812606,0.00014361738254026942,0.00010971034530614944,0.00012703100294430672,0.00010038710392556168,8.311594051602385e-05,0.0001691606642274738,0.00016272413441588516,0.0001424988926357877,0.00011584810573927533,0.00012476621886077852,0.00019022506133346408,0.0001485041429232296,9.266320100990958e-05,0.00021541518052194068,0.00017538183293398685,0.0003638352609920267,0.00011124600036831139,0.00015664844599437778,0.0001508369750163083,0.00014007541462261015,0.00015855429259972693,0.0002508708792194195,0.00015437817964161969,0.00010315127125765442,0.000119098142610327,0.0001409828552745087,0.00012884153867717148,9.572888906637388e-05,0.00016439253369661394,0.00012615866532923484,0.00014585282071955772,0.00015893796356778388,0.00013468661101203683,0.00018558030048617579,9.513345039678027e-05,0.00011636194793061971,0.00016674457412072666,0.0001469950847950918,0.0001667381890129992,0.00019436192255334642,0.0001982277675074871,0.00010218253479218624,9.798094473631551e-05,0.0001515544648995905,0.00010270589260262693,0.0001005907193983986
BAX,0.00010746806761005056,8.522573753670396e-05,8.722902987334008e-05,9.9691242998326e-05,9.503546381294321e-05,0.00011599447077270303,8.818017567144996e-05,0.00012851161716635637,9.698488087701793e-05,8.053806968877665e-05,0.00011292892777321818,0.00011086099096385948,8.978688165398366e-05,0.00011287429791528399,0.00013438497576629676,0.00010342418322948775,0.0001236846481379953,0.00010687119671971815,9.774059304037155e-05,0.00011561232959728343,8.715140948367023e-05,0.00013699350325211605,0.00012613952692129972,0.0001312399672382305,9.367844698898793e-05,0.00010209601140685695,0.00012203302404838583,0.00013371747382475975,0.00010557580808860157,0.0001082359385368303,0.00010799197575294317,0.00011124600036831139,0.00020263600988406754,0.00011967209594502661,0.00011464452884901719,9.55362471089258e-05,0.00011514859459545725,0.00013502094874058614,9.916654597566076e-05,8.923707478605349e-05,0.00010162107756093986,9.893052770289492e-05,0.00011291342858129557,9.282160724326336e-05,0.00010406664866856968,0.00010433993804331905,0.00012104713658647029,0.00010112184782250125,0.00010161307500167077,0.00010320578313821713,0.00010797346168906208,8.442545963489558e-05,9.102483760210846e-05,0.00011641144886465287,9.899280475884122e-05,0.0001117066908248154,0.00011327229977805645,0.00010373838999144337,9.825788978857112e-05,9.974042383064845e-05,9.995408013714452e-05,9.89943767049859e-05
A,0.00013268568634333065,9.073525981077488e-05,9.887525619342146e-05,0.00012146687962761378,0.00010759949189727227,0.00017659530851061727,0.0001011504350223524,0.00014924096543822074,0.00014735991802879852,9.812974483125233e-05,0.0001265260299102703,0.00013242174652742448,9.805037375018812e-05,0.0001416153087069442,0.00017841977444156922,0.00014771953300281806,0.00013992234121485843,0.0001295937589103365,0.0001279513630327674,0.00011544388820360296,0.00010458452620448455,0.0001554887645490416,0.00015750331960034012,0.00014954755201657067,0.00013005040598180025,0.00011838495351707,0.00019875821356027577,0.00015016616113530307,0.00012517571340401375,0.0001704778745956294,0.00017419500514181312,0.00015664844599437778,0.00011967209594502661,0.00025466074714157347,0.00014070464176410417,0.00014311757949523517,0.00018203337053991633,0.00022127335160615586,0.00013971567083867622,0.00010131108798908866,0.0001252278723154321,0.00013102212558228668,0.00013080183456225063,0.00010506660970232467,0.0001842901683470175,0.00012640158476721027,0.0001516960970903106,0.00013882723380010049,0.00017406498056843066,0.0001793413776580191,0.00011954510508507738,0.00011082526445724916,0.0001598395531103992,0.00013946950090691876,0.0001476517356964189,0.00018627406601680048,0.00015545743734745972,0.0001440239161008852,0.00011434425595588487,0.0001523464113864779,0.00012654583665440623,0.00011182546685363501
RMD,0.00012029627345512111,8.532419950546975e-05,9.65078232194954e-05,0.00011192907730682884,0.00011424840111651069,0.0001257472254814647,8.889910200913287e-05,0.00013967291267263766,0.00011367665228141455,9.15516117418039e-05,0.00011684464671432378,0.00012371228090471588,8.266649065141966e-05,0.00012082857979211406,0.00016874038050818208,0.0001255869581959744,0.0001361926354024071,0.0001122466918095199,0.000128270943448004,0.00010776452035404834,8.812905089269626e-05,0.0001664442452299528,0.00014131149542898958,0.00013590431275078423,9.0456392313641e-05,0.00010998185745846488,0.00014286295797711758,0.00013353325937244916,0.00011181479807827687,0.00016106189426188058,0.00014268960478252843,0.0001508369750163083,0.00011464452884901719,0.00014070464176410417,0.00035947621783336984,0.00011997183503799741,0.00013862461931244527,0.00019577599931664728,0.00013502232792589355,8.50830210057784e-05,0.00010519995537797178,0.00012149173646553979,0.00013276600339451057,0.00010595161243794163,0.00012162525357021526,0.00012555775326402206,0.00012935572853500028,0.00011285502428710992,0.00012033234861466922,0.00015784422815673632,0.00012095945170744165,9.476469381944108e-05,0.00012838840133839137,0.00012398474719333593,0.00012538926988794625,0.00015846833934779063,0.00016493396982173724,0.00010472920111007797,9.72836375582279e-05,0.0001311116309244056,0.00010037773410753864,9.930811857259963e-05
BIIB,0.00015281373331300333,9.428958435556404e-05,0.00010929139902294741,0.00015701281695100765,0.0002025905311093345,0.00014404622973633404,0.000111234429727193,0.000146288200516356,0.00011454306948810257,0.00014714097514981545,9.30252141003613e-05,0.00019292680058029602,0.00010970849730631078,0.00015653185802929747,0.00013160216056249064,0.00014011602122804986,9.26607272108632e-05,0.00016133283499634266,0.0002252094276693897,9.127732866687239e-05,0.0001687448066665617,0.00012230897762531255,0.00023109069526522678,0.00011886061396277493,8.504901115218293e-05,0.00014659744988876615,0.0001951233629642209,0.0001550386173259124,0.00013919497823332118,0.0001590080855242612,0.00015047027412552535,0.00014007541462261015,9.55362471089258e-05,0.00014311757949523517,0.00011997183503799741,0.000759812000298217,0.00012393764104709536,0.0001822864647671443,0.0001154337423438659,9.821420063312104e-05,9.58935602019045e-05,0.0001261964317745532,9.34111565100647e-05,0.00013928590447575992,0.00014160213673661897,9.600971233813135e-05,0.00015218531688062782,0.00013596555934745105,0.00010900632729412102,0.0001841525764630593,0.00013967019833366562,9.80125041371584e-05,0.00011516309666295413,9.363548659352927e-05,0.0002519236138020795,0.00017784496460332506,0.00012794327129294126,0.00013819949327849721,8.748789154693701e-05,0.00014081446927865105,9.27846168115314e-05,8.005983233162226e-05
MTD,0.0001257741871710559,8.695010121437995e-05,9.298969453986266e-05,0.00010861336156967734,9.495918434518881e-05,0.00016624946859571858,9.1248471505075e-05,0.00014546935722913927,0.00013914582709264814,9.169133588174803e-05,0.00012238712981975448,0.00012168341252510051,8.558955223768533e-05,0.00013138238628065558,0.00017838756378748814,0.0001460172575848222,0.00015093982950220897,0.00011813258840244267,0.00012358561269619473,0.00010639539396701831,9.919009500259657e-05,0.00016257528498025324,0.00014738305107046828,0.0001521150316899005,0.00013872372725311018,0.00011168245877420024,0.0001833235875168249,0.00014575443526421982,0.00011186855143158749,0.00016680218649524592,0.00016818609748541584,0.00015855429259972693,0.00011514859459545725,0.00018203337053991633,0.00013862461931244527,0.00012393764104709536,0.00026390221623021374,0.0002254237284763578,0.00013417062858972446,9.623438346764097e-05,0.0001301761429390909,0.00012726518371610816,0.00013370822853792718,0.00010549977565514253,0.00017259437148632126,0.00013210340917549335,0.00013734524878830585,0.00013914183078636658,0.00017399127434110758,0.00017458237374742705,0.00010676711587821055,0.0001046503958947126,0.0001454546177291103,0.00013681018916853483,0.00013415283180870152,0.00018217188955787654,0.00016444196160440676,0.00013152195244795582,0.00011757892818816456,0.0001383698332082624,0.0001323599838519931,0.00011777644221186748
ALGN,0.00018769214226755767,9.800636361898981e-05,0.00010429355035528894,0.00015699938514543421,0.00011308808809181818,0.0001791709600503919,0.00010689524669111019,0.00018770095301446596,0.00016978795177097664,0.00011151764712483433,0.0001944624273013595,0.0001482844317021913,0.00011232009217898505,0.0002106567772347132,0.0002869697140242232,0.00020313745990817712,0.00022576879597772037,0.00019709583975683842,0.00015629434560259666,0.00012951924503582069,0.00010143146515137026,0.00023417768748206107,0.00019321096715861597,0.00021848415772899468,0.00021365925558207574,0.00018489057005208334,0.0002754766686508034,0.0002254554727510575,0.00016644578273445064,0.000302855195443148,0.00024619929014114245,0.0002508708792194195,0.00013502094874058614,0.00022127335160615586,0.00019577599931664728,0.0001822864647671443,0.0002254237284763578,0.0007672744473525181,0.00016013442632250265,0.0001390796571886931,0.00020613729292997494,0.00020863445272173206,0.00018977335220992744,0.00014743601289895486,0.00021611585003253344,0.00019992786246180098,0.0002172662218062573,0.00019961402789202398,0.00020108391787091603,0.00024551410968121144,0.0001600867440804105,0.0001535171234251978,0.000208952762129939,0.00021053588821345252,0.00019612371139925388,0.00026204426896147154,0.0003031926139966488,0.0001847535999136661,0.00017006099353415654,0.00019940538876044237,0.00021254751832569508,0.0001903950950627746
WST,0.00011301647374676375,7.622898808409968e-05,7.658449944387319e-05,9.743864419255722e-05,9.526346025268525e-05,0.00013740325145520545,8.09503508991134e-05,0.0001350250357037657,0.0001263360143983964,8.132880250432205e-05,9.683151845483715e-05,0.00011406754303942765,7.3292523811544e-05,0.0001102512916394809,0.00014828641058730913,0.00013123219047875544,0.00011345445337859751,9.423992541293944e-05,0.00013390481371678803,9.992503036905436e-05,8.429180777770655e-05,0.00014129472820249793,0.00013407950337056065,0.00011945086271189894,9.615959671203059e-05,9.990302777450082e-05,0.00015651176985096013,0.00012972101824039508,9.737751844338448e-05,0.00017567249878818643,0.00014094520140930225,0.00015437817964161969,9.916654597566076e-05,0.00013971567083867622,0.00013502232792589355,0.0001154337423438659,0.00013417062858972446,0.00016013442632250265,0.00028022829561552754,9.26548309702776e-05,9.026291987750934e-05,0.00011522270771513411,0.00012622755394913835,9.078523720362574e-05,0.00013517118746504103,0.00011410982001250805,0.00015217080834779636,0.00013936213605478625,0.00011558277512246291,0.00017529902442472786,9.42119578455695e-05,0.00010154981798258836,0.00013329885023154108,0.00011195986550717433,0.0001347773528428926,0.00016564746966495156,0.00015120867277186714,8.994871111886076e-05,8.784665048266346e-05,0.00014811993261057307,9.856495632624747e-05,8.61216511455098e-05
CERN,0.00010563143988621623,7.148102647913856e-05,7.32953332841438e-05,9.01921195663028e-05,7.613733859506288e-05,9.62192159186532e-05,7.886506383735501e-05,0.00010561719186371249,7.830230148256015e-05,7.534650760865882e-05,9.52435203844794e-05,0.00010277973369602861,9.043940692988084e-05,0.00010800260208414295,0.00012625518767852122,9.69188053581748e-05,0.00010826458988644957,0.00010545522162190109,0.00010700260118459502,8.28121393808029e-05,8.766015037607986e-05,0.00011946926086393957,0.00011400326507584991,0.0001228948955245552,0.00011892176813420342,8.872480701345686e-05,0.00011598198463414906,0.00012893230792172146,0.00011045440198040881,0.00012424292500348762,0.00010931671096409445,0.00010315127125765442,8.923707478605349e-05,0.00010131108798908866,8.50830210057784e-05,9.821420063312104e-05,9.623438346764097e-05,0.0001390796571886931,9.26548309702776e-05,0.0002305407039081956,0.00011156859374870233,0.00010325247368100948,0.00010357797678086344,0.0001008987982560732,9.59447471203213e-05,9.252688331314279e-05,0.00011454852980552423,0.00010043256051250904,9.417000872231256e-05,0.0001035170420898111,0.00011431115353850733,8.75817934333931e-05,8.102535359600366e-05,0.00010171900195684194,0.00012046547893624885,0.00011313344017305407,0.00011052556310313991,0.00011054121325789622,0.00010378724278398816,7.559981196970262e-05,0.00013173883270004355,9.852151055782613e-05
ZBH,0.00012383568200625346,8.264279987456792e-05,7.75740322124003e-05,0.00011608511384242295,7.837990306206384e-05,0.00010260157151911394,8.638523295426172e-05,0.00011970416638932122,9.315706525165044e-05,8.337248506937854e-05,0.00016633136607183962,0.00010854177277584995,8.84933506756655e-05,0.00014204959445707362,0.0001706827159302585,0.0001170659834736082,0.0001985886981208633,0.00014190514134634273,8.859817119589366e-05,8.980112201684913e-05,7.666990922925297e-05,0.00017011191235000004,0.00012512577904666506,0.00018471797471253707,0.00018663663829908967,0.00012138363865612099,0.00014900891348630914,0.0001483917474824508,0.0001157421313380616,0.00014073615525811713,0.00015306416461427545,0.000119098142610327,0.00010162107756093986,0.0001252278723154321,0.00010519995537797178,9.58935602019045e-05,0.0001301761429390909,0.00020613729292997494,9.026291987750934e-05,0.00011156859374870233,0.00030863805248576413,0.00013094847304010126,0.0001296350702394202,0.00010760553927838631,0.00011548194501149245,0.00013746176355544654,0.00014045423647758915,0.00012737987314229005,0.00012556143018438456,0.0001532796074744144,0.000124706793938948,9.636768125792233e-05,9.947791195913596e-05,0.00016994759705639772,0.00012418431445672886,0.00015083619283791705,0.00013795424045802453,0.00013484801554415266,0.00014057869834259863,8.978840087411476e-05,0.00020398713853587552,0.00015459103429586323
